record_id,raw_payload
73,"{""order_id"": ""O1072"", ""customer"": {""name"": ""Rahul"", ""email"": ""user72@mail.com""}, ""product"": ""Phone"", ""price"": 129.86, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024-02-12 00:00:00""}"
74,"{""order_id"": ""O1073"", ""customer"": {""name"": ""Vikas"", ""email"": ""invalid_email""}, ""product"": ""Laptop"", ""price"": 822.95, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""completed"", ""order_time"": ""2024-02-15 00:00:00""}"
75,"{""order_id"": ""O1074"", ""customer"": {""name"": ""Ravi"", ""email"": ""user74@mail.com""}, ""product"": ""Keyboard"", ""price"": 1577.78, ""quantity"": 2, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-02-11 00:00:00""}"
76,"{""order_id"": ""O1075"", ""customer"": {""name"": ""Neha"", ""email"": ""invalid_email""}, ""product"": ""Mouse"", ""price"": 1587.33, ""quantity"": 3, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-01-20 00:00:00""}"
77,"{""order_id"": ""O1076"", ""customer"": {""name"": ""Vikas"", ""email"": ""user76@mail.com""}, ""product"": ""Monitor"", ""price"": 170.08, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""Fail"", ""order_time"": ""2024-01-17 00:00:00""}"
78,"{""order_id"": null, ""customer"": {""name"": ""Arjun"", ""email"": ""user77@mail.com""}, ""product"": ""Laptop"", ""price"": 1999.15, ""quantity"": 3, ""city"": ""Pune"", ""status"": ""completed"", ""order_time"": ""2024-01-12 00:00:00""}"
79,"{""order_id"": ""O1078"", ""customer"": {""name"": ""Pooja"", ""email"": ""user78@mail.com""}, ""product"": ""Phone"", ""price"": 877.41, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""2024-01-22 00:00:00""}"
80,"{""order_id"": ""O1079"", ""customer"": {""name"": ""Neha"", ""email"": ""user79@mail.com""}, ""product"": ""Tablet"", ""price"": 995.98, ""quantity"": null, ""city"": ""Pune"", ""status"": ""completed"", ""order_time"": ""2024-01-21 00:00:00""}"
81,"{""order_id"": ""O1080"", ""customer"": {""name"": ""Rahul"", ""email"": ""user80@mail.com""}, ""product"": ""Laptop"", ""price"": 1318.74, ""quantity"": null, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-01-24 00:00:00""}"
82,"{""order_id"": ""O1081"", ""customer"": {""name"": ""Sneha"", ""email"": ""user81@mail.com""}, ""product"": ""Mouse"", ""price"": 541.44, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""PENDING"", ""order_time"": ""2024-02-01 00:00:00""}"
83,"{""order_id"": ""O1082"", ""customer"": {""name"": ""Arjun"", ""email"": ""user82@mail.com""}, ""product"": ""Tablet"", ""price"": 325.17, ""quantity"": 1, ""city"": ""Pune"", ""status"": ""PENDING"", ""order_time"": ""01-32-2024""}"
84,"{""order_id"": ""O1083"", ""customer"": {""name"": ""Sneha"", ""email"": ""user83@mail.com""}, ""product"": ""Tablet"", ""price"": 1665.96, ""quantity"": null, ""city"": ""Hyderabad"", ""status"": ""pending"", ""order_time"": ""2024-01-18 00:00:00""}"
85,"{""order_id"": ""O1084"", ""customer"": {""name"": ""Sneha"", ""email"": ""user84@mail.com""}, ""product"": ""Phone"", ""price"": 297.84, ""quantity"": 2, ""city"": ""Pune"", ""status"": ""failed"", ""order_time"": ""2024-01-09 00:00:00""}"
86,"{""order_id"": ""O1085"", ""customer"": {""name"": ""Rahul"", ""email"": ""user85@mail.com""}, ""product"": ""Phone"", ""price"": 541.67, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""Fail"", ""order_time"": ""2024-02-07 00:00:00""}"
87,"{""order_id"": ""O1086"", ""customer"": {""name"": ""Neha"", ""email"": ""user86@mail.com""}, ""product"": ""Monitor"", ""price"": 696.8, ""quantity"": null, ""city"": ""Chennai"", ""status"": ""pending"", ""order_time"": ""2024-02-14 00:00:00""}"
88,"{""order_id"": ""O1087"", ""customer"": {""name"": ""Rahul"", ""email"": ""invalid_email""}, ""product"": ""Tablet"", ""price"": 951.22, ""quantity"": null, ""city"": ""Chennai"", ""status"": ""Fail"", ""order_time"": ""2024-02-11 00:00:00""}"
89,"{""order_id"": ""O1088"", ""customer"": {""name"": ""Amit"", ""email"": ""user88@mail.com""}, ""product"": ""Phone"", ""price"": 670.67, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-01-30 00:00:00""}"
90,"{""order_id"": null, ""customer"": {""name"": ""Neha"", ""email"": ""invalid_email""}, ""product"": ""Keyboard"", ""price"": 683.74, ""quantity"": null, ""city"": ""Hyderabad"", ""status"": ""completed"", ""order_time"": ""2024-02-24 00:00:00""}"
91,"{""order_id"": ""O1090"", ""customer"": {""name"": ""Anita"", ""email"": ""user90@mail.com""}, ""product"": ""Monitor"", ""price"": 1746.04, ""quantity"": 1, ""city"": ""Pune"", ""status"": ""completed"", ""order_time"": ""2024-02-13 00:00:00""}"
92,"{""order_id"": ""O1091"", ""customer"": {""name"": ""Ravi"", ""email"": ""user91@mail.com""}, ""product"": ""Laptop"", ""price"": 1523.14, ""quantity"": 1, ""city"": ""Chennai"", ""status"": ""Completed"", ""order_time"": ""2024-02-27 00:00:00""}"
93,"{""order_id"": null, ""customer"": {""name"": ""Amit"", ""email"": ""user92@mail.com""}, ""product"": ""Keyboard"", ""price"": 867.07, ""quantity"": 2, ""city"": ""Pune"", ""status"": ""PENDING"", ""order_time"": ""2024-02-20 00:00:00""}"
94,"{""order_id"": ""O1093"", ""customer"": {""name"": ""Arjun"", ""email"": ""user93@mail.com""}, ""product"": ""Phone"", ""price"": 1369.44, ""quantity"": null, ""city"": ""Pune"", ""status"": ""Completed"", ""order_time"": ""2024-02-10 00:00:00""}"
95,"{""order_id"": ""O1094"", ""customer"": {""name"": ""Amit"", ""email"": ""user94@mail.com""}, ""product"": ""Monitor"", ""price"": 1803.41, ""quantity"": 2, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""2024-02-07 00:00:00""}"
96,"{""order_id"": ""O1095"", ""customer"": {""name"": ""Pooja"", ""email"": ""user95@mail.com""}, ""product"": ""Keyboard"", ""price"": 406.44, ""quantity"": null, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-02-06 00:00:00""}"
97,"{""order_id"": ""O1096"", ""customer"": {""name"": ""Pooja"", ""email"": ""invalid_email""}, ""product"": ""Tablet"", ""price"": 797.65, ""quantity"": 1, ""city"": ""Pune"", ""status"": ""Fail"", ""order_time"": ""2024-01-04 00:00:00""}"
98,"{""order_id"": ""O1097"", ""customer"": {""name"": ""Pooja"", ""email"": ""user97@mail.com""}, ""product"": ""Mouse"", ""price"": 1218.06, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024-01-17 00:00:00""}"
99,"{""order_id"": ""O1098"", ""customer"": {""name"": ""Neha"", ""email"": ""user98@mail.com""}, ""product"": ""Tablet"", ""price"": 1296.22, ""quantity"": 3, ""city"": ""Chennai"", ""status"": ""completed"", ""order_time"": ""2024-02-16 00:00:00""}"
100,"{""order_id"": ""O1099"", ""customer"": {""name"": ""Anita"", ""email"": ""user99@mail.com""}, ""product"": ""Mouse"", ""price"": 409.58, ""quantity"": 3, ""city"": ""Pune"", ""status"": ""failed"", ""order_time"": ""2024-02-23 00:00:00""}"
101,"{""order_id"": ""O1100"", ""customer"": {""name"": ""Sneha"", ""email"": ""user100@mail.com""}, ""product"": ""Keyboard"", ""price"": 1495.65, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""2024-01-10 00:00:00""}"
102,"{""order_id"": ""O1101"", ""customer"": {""name"": ""Rahul"", ""email"": ""user101@mail.com""}, ""product"": ""Phone"", ""price"": 737.89, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""pending"", ""order_time"": ""2024-01-30 00:00:00""}"
103,"{""order_id"": ""O1102"", ""customer"": {""name"": ""Pooja"", ""email"": ""user102@mail.com""}, ""product"": ""Tablet"", ""price"": 1881.18, ""quantity"": 1, ""city"": ""Hyderabad"", ""status"": ""Completed"", ""order_time"": ""2024-02-09 00:00:00""}"
104,"{""order_id"": ""O1103"", ""customer"": {""name"": ""Arjun"", ""email"": ""user103@mail.com""}, ""product"": ""Laptop"", ""price"": 1274.45, ""quantity"": null, ""city"": ""Hyderabad"", ""status"": ""pending"", ""order_time"": ""2024-01-08 00:00:00""}"
