record_id,raw_payload
19,"{""order_id"": ""O2018"", ""customer"": {""name"": """", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 1053.6, ""quantity"": 3, ""city"": ""Jaipur"", ""status"": ""Fail"", ""order_time"": ""2024/03/09 00:00:00""}"
20,"{""order_id"": ""O2019"", ""customer"": {""name"": ""Meena"", ""email"": ""customer19@mail.com""}, ""product"": ""Headphones"", ""price"": 1008.15, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""PENDING"", ""order_time"": ""2024/02/09 00:00:00""}"
21,"{""order_id"": ""O2020"", ""customer"": {""name"": ""Asha"", ""email"": ""customer20@mail.com""}, ""product"": ""Phone"", ""price"": 912.4, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""PENDING"", ""order_time"": ""2024/02/25 00:00:00""}"
22,"{""order_id"": ""O2021"", ""customer"": {""name"": ""Varun"", ""email"": ""customer21@mail.com""}, ""product"": ""Headphones"", ""price"": 1669.23, ""quantity"": 1, ""city"": ""Jaipur"", ""status"": ""Completed"", ""order_time"": ""2024/03/05 00:00:00""}"
23,"{""order_id"": null, ""customer"": {""name"": ""Varun"", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 1432.65, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""Fail"", ""order_time"": ""not_a_date""}"
24,"{""order_id"": ""O2023"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer23@mail.com""}, ""product"": ""Laptop"", ""price"": 1005.21, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""failed"", ""order_time"": ""2024/02/19 00:00:00""}"
25,"{""order_id"": ""O2024"", ""customer"": {""name"": ""Asha"", ""email"": ""customer24@mail.com""}, ""product"": ""Phone"", ""price"": 310.57, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""pending"", ""order_time"": ""2024/02/05 00:00:00""}"
26,"{""order_id"": ""O2025"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer25@mail.com""}, ""product"": ""Camera"", ""price"": 222.03, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""unknown"", ""order_time"": ""not_a_date""}"
27,"{""order_id"": ""O2026"", ""customer"": {""name"": """", ""email"": ""customer26@mail.com""}, ""product"": ""Headphones"", ""price"": 433.08, ""quantity"": 2, ""city"": ""Jaipur"", ""status"": ""failed"", ""order_time"": ""2024/03/11 00:00:00""}"
28,"{""order_id"": ""O2027"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer27@mail.com""}, ""product"": ""Headphones"", ""price"": 486.22, ""quantity"": 2, ""city"": ""Delhi"", ""status"": ""Completed"", ""order_time"": ""2024/03/05 00:00:00""}"
29,"{""order_id"": ""O2028"", ""customer"": {""name"": """", ""email"": ""customer28@mail.com""}, ""product"": ""Laptop"", ""price"": 1961.25, ""quantity"": 2, ""city"": ""Jaipur"", ""status"": ""PENDING"", ""order_time"": ""2024/03/10 00:00:00""}"
30,"{""order_id"": ""O2029"", ""customer"": {""name"": """", ""email"": ""customer29@mail.com""}, ""product"": ""Phone"", ""price"": 1939.63, ""quantity"": 3, ""city"": ""Bangalore"", ""status"": ""pending"", ""order_time"": ""2024/03/09 00:00:00""}"
31,"{""order_id"": ""O2030"", ""customer"": {""name"": ""Ankit"", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 2204.77, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""pending"", ""order_time"": ""not_a_date""}"
32,"{""order_id"": ""O2031"", ""customer"": {""name"": """", ""email"": ""customer31@mail.com""}, ""product"": ""Camera"", ""price"": 1715.21, ""quantity"": 3, ""city"": ""Bangalore"", ""status"": ""unknown"", ""order_time"": ""2024/02/03 00:00:00""}"
33,"{""order_id"": ""O2032"", ""customer"": {""name"": ""Rohit"", ""email"": ""customer32@mail.com""}, ""product"": ""Laptop"", ""price"": 1913.98, ""quantity"": 3, ""city"": ""Kolkata"", ""status"": ""PENDING"", ""order_time"": ""2024/02/15 00:00:00""}"
34,"{""order_id"": ""O2033"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer33@mail.com""}, ""product"": ""Charger"", ""price"": 426.31, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""not_a_date""}"
35,"{""order_id"": ""O2034"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer34@mail.com""}, ""product"": ""Phone"", ""price"": 1580.57, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""Completed"", ""order_time"": ""2024/02/28 00:00:00""}"
36,"{""order_id"": ""O2035"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer35@mail.com""}, ""product"": ""Headphones"", ""price"": 203.58, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""pending"", ""order_time"": ""2024/03/02 00:00:00""}"
37,"{""order_id"": ""O2036"", ""customer"": {""name"": """", ""email"": ""customer36@mail.com""}, ""product"": ""Phone"", ""price"": 1839.41, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024/02/28 00:00:00""}"
38,"{""order_id"": ""O2037"", ""customer"": {""name"": ""Ankit"", ""email"": ""bad_email""}, ""product"": ""Phone"", ""price"": 447.5, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024/03/04 00:00:00""}"
39,"{""order_id"": ""O2038"", ""customer"": {""name"": ""Meena"", ""email"": ""customer38@mail.com""}, ""product"": ""Camera"", ""price"": 582.4, ""quantity"": null, ""city"": ""Kolkata"", ""status"": ""failed"", ""order_time"": ""2024/02/16 00:00:00""}"
40,"{""order_id"": ""O2039"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer39@mail.com""}, ""product"": ""Laptop"", ""price"": 1987.79, ""quantity"": 1, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""not_a_date""}"
41,"{""order_id"": ""O2040"", ""customer"": {""name"": """", ""email"": ""customer40@mail.com""}, ""product"": ""Charger"", ""price"": 2252.56, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""failed"", ""order_time"": ""2024/02/13 00:00:00""}"
42,"{""order_id"": ""O2041"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer41@mail.com""}, ""product"": ""Charger"", ""price"": 1336.52, ""quantity"": 2, ""city"": ""Kolkata"", ""status"": ""completed"", ""order_time"": ""2024/02/02 00:00:00""}"
43,"{""order_id"": ""O2042"", ""customer"": {""name"": ""Meena"", ""email"": ""customer42@mail.com""}, ""product"": ""Headphones"", ""price"": 64.79, ""quantity"": 3, ""city"": ""Kolkata"", ""status"": ""Completed"", ""order_time"": ""2024/02/05 00:00:00""}"
44,"{""order_id"": null, ""customer"": {""name"": ""Rohit"", ""email"": ""customer43@mail.com""}, ""product"": ""Charger"", ""price"": 1906.14, ""quantity"": 1, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""not_a_date""}"
45,"{""order_id"": ""O2044"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer44@mail.com""}, ""product"": ""Camera"", ""price"": 2192.68, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""pending"", ""order_time"": ""2024/02/08 00:00:00""}"
46,"{""order_id"": ""O2045"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer45@mail.com""}, ""product"": ""Charger"", ""price"": 1559.88, ""quantity"": 3, ""city"": ""Bangalore"", ""status"": ""failed"", ""order_time"": ""2024/02/14 00:00:00""}"
47,"{""order_id"": ""O2046"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer46@mail.com""}, ""product"": ""Charger"", ""price"": 212.54, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""Fail"", ""order_time"": ""not_a_date""}"
48,"{""order_id"": ""O2047"", ""customer"": {""name"": ""Varun"", ""email"": ""customer47@mail.com""}, ""product"": ""Charger"", ""price"": 1283.94, ""quantity"": 2, ""city"": ""Jaipur"", ""status"": ""Fail"", ""order_time"": ""2024/02/07 00:00:00""}"
49,"{""order_id"": ""O2048"", ""customer"": {""name"": ""Rohit"", ""email"": ""bad_email""}, ""product"": ""Charger"", ""price"": 1145.35, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""failed"", ""order_time"": ""not_a_date""}"
50,"{""order_id"": null, ""customer"": {""name"": ""Ankit"", ""email"": ""customer49@mail.com""}, ""product"": ""Phone"", ""price"": 1069.95, ""quantity"": null, ""city"": ""Jaipur"", ""status"": ""completed"", ""order_time"": ""not_a_date""}"
51,"{""order_id"": ""O2050"", ""customer"": {""name"": ""Meena"", ""email"": ""bad_email""}, ""product"": ""Headphones"", ""price"": 2079.28, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""unknown"", ""order_time"": ""not_a_date""}"
52,"{""order_id"": ""O2051"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer51@mail.com""}, ""product"": ""Laptop"", ""price"": 788.21, ""quantity"": 2, ""city"": ""Kolkata"", ""status"": ""PENDING"", ""order_time"": ""2024/02/05 00:00:00""}"
53,"{""order_id"": ""O2052"", ""customer"": {""name"": ""Nisha"", ""email"": ""customer52@mail.com""}, ""product"": ""Phone"", ""price"": 1887.27, ""quantity"": 1, ""city"": ""Delhi"", ""status"": ""Fail"", ""order_time"": ""2024/02/05 00:00:00""}"
54,"{""order_id"": ""O2053"", ""customer"": {""name"": ""Nisha"", ""email"": ""customer53@mail.com""}, ""product"": ""Phone"", ""price"": 2118.18, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""unknown"", ""order_time"": ""2024/03/04 00:00:00""}"
55,"{""order_id"": ""O2054"", ""customer"": {""name"": ""Nisha"", ""email"": ""bad_email""}, ""product"": ""Charger"", ""price"": 1285.78, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""failed"", ""order_time"": ""2024/03/05 00:00:00""}"
56,"{""order_id"": ""O2055"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer55@mail.com""}, ""product"": ""Charger"", ""price"": 1817.8, ""quantity"": null, ""city"": ""Jaipur"", ""status"": ""unknown"", ""order_time"": ""not_a_date""}"
57,"{""order_id"": ""O2056"", ""customer"": {""name"": ""Meena"", ""email"": ""bad_email""}, ""product"": ""Phone"", ""price"": 2176.02, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""pending"", ""order_time"": ""2024/02/10 00:00:00""}"
58,"{""order_id"": ""O2057"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer57@mail.com""}, ""product"": ""Phone"", ""price"": 240.71, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""completed"", ""order_time"": ""2024/02/14 00:00:00""}"
59,"{""order_id"": ""O2058"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer58@mail.com""}, ""product"": ""Charger"", ""price"": 1209.21, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""Completed"", ""order_time"": ""2024/02/03 00:00:00""}"
60,"{""order_id"": ""O2059"", ""customer"": {""name"": ""Rohit"", ""email"": ""customer59@mail.com""}, ""product"": ""Camera"", ""price"": 1520.05, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""failed"", ""order_time"": ""2024/02/12 00:00:00""}"
61,"{""order_id"": ""O2060"", ""customer"": {""name"": ""Nisha"", ""email"": ""bad_email""}, ""product"": ""Camera"", ""price"": 1491.86, ""quantity"": 2, ""city"": ""Mumbai"", ""status"": ""PENDING"", ""order_time"": ""not_a_date""}"
62,"{""order_id"": ""O2061"", ""customer"": {""name"": ""Nisha"", ""email"": ""customer61@mail.com""}, ""product"": ""Phone"", ""price"": 1392.84, ""quantity"": 1, ""city"": ""Jaipur"", ""status"": ""pending"", ""order_time"": ""not_a_date""}"
63,"{""order_id"": ""O2062"", ""customer"": {""name"": ""Ankit"", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 1197.62, ""quantity"": null, ""city"": ""Jaipur"", ""status"": ""failed"", ""order_time"": ""2024/03/09 00:00:00""}"
64,"{""order_id"": ""O2063"", ""customer"": {""name"": ""Nisha"", ""email"": ""bad_email""}, ""product"": ""Phone"", ""price"": 2454.82, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""completed"", ""order_time"": ""2024/02/07 00:00:00""}"
65,"{""order_id"": ""O2064"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer64@mail.com""}, ""product"": ""Camera"", ""price"": 328.08, ""quantity"": 3, ""city"": ""Bangalore"", ""status"": ""PENDING"", ""order_time"": ""2024/02/09 00:00:00""}"
66,"{""order_id"": ""O2065"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer65@mail.com""}, ""product"": ""Laptop"", ""price"": 1379.32, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""Completed"", ""order_time"": ""2024/03/05 00:00:00""}"
67,"{""order_id"": ""O2066"", ""customer"": {""name"": ""Asha"", ""email"": ""customer66@mail.com""}, ""product"": ""Laptop"", ""price"": 2097.32, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""PENDING"", ""order_time"": ""2024/02/05 00:00:00""}"
68,"{""order_id"": ""O2067"", ""customer"": {""name"": ""Suresh"", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 2309.83, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024/02/23 00:00:00""}"
69,"{""order_id"": ""O2068"", ""customer"": {""name"": ""Suresh"", ""email"": ""bad_email""}, ""product"": ""Phone"", ""price"": 1816.3, ""quantity"": 1, ""city"": ""Kolkata"", ""status"": ""Completed"", ""order_time"": ""2024/03/01 00:00:00""}"
70,"{""order_id"": ""O2069"", ""customer"": {""name"": ""Rohit"", ""email"": ""customer69@mail.com""}, ""product"": ""Camera"", ""price"": 566.02, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Completed"", ""order_time"": ""2024/03/07 00:00:00""}"
71,"{""order_id"": ""O2070"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer70@mail.com""}, ""product"": ""Laptop"", ""price"": 767.94, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""failed"", ""order_time"": ""2024/02/24 00:00:00""}"
72,"{""order_id"": ""O2071"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer71@mail.com""}, ""product"": ""Charger"", ""price"": 1749.87, ""quantity"": 2, ""city"": ""Delhi"", ""status"": ""unknown"", ""order_time"": ""2024/02/24 00:00:00""}"
73,"{""order_id"": ""O2072"", ""customer"": {""name"": ""Asha"", ""email"": ""customer72@mail.com""}, ""product"": ""Charger"", ""price"": 460.33, ""quantity"": 3, ""city"": ""Kolkata"", ""status"": ""unknown"", ""order_time"": ""not_a_date""}"
74,"{""order_id"": ""O2073"", ""customer"": {""name"": ""Nisha"", ""email"": ""customer73@mail.com""}, ""product"": ""Charger"", ""price"": 1208.97, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""unknown"", ""order_time"": ""2024/02/17 00:00:00""}"
75,"{""order_id"": ""O2074"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer74@mail.com""}, ""product"": ""Phone"", ""price"": 763.39, ""quantity"": 3, ""city"": ""Kolkata"", ""status"": ""pending"", ""order_time"": ""2024/02/17 00:00:00""}"
76,"{""order_id"": ""O2075"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer75@mail.com""}, ""product"": ""Headphones"", ""price"": 708.51, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""Fail"", ""order_time"": ""2024/02/21 00:00:00""}"
77,"{""order_id"": ""O2076"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer76@mail.com""}, ""product"": ""Camera"", ""price"": 1676.9, ""quantity"": 2, ""city"": ""Kolkata"", ""status"": ""Completed"", ""order_time"": ""2024/02/26 00:00:00""}"
78,"{""order_id"": ""O2077"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer77@mail.com""}, ""product"": ""Phone"", ""price"": 1766.02, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024/02/25 00:00:00""}"
79,"{""order_id"": ""O2078"", ""customer"": {""name"": ""Asha"", ""email"": ""customer78@mail.com""}, ""product"": ""Phone"", ""price"": 866.0, ""quantity"": 2, ""city"": ""Delhi"", ""status"": ""Fail"", ""order_time"": ""not_a_date""}"
80,"{""order_id"": ""O2079"", ""customer"": {""name"": ""Nisha"", ""email"": ""customer79@mail.com""}, ""product"": ""Camera"", ""price"": 37.16, ""quantity"": 2, ""city"": ""Jaipur"", ""status"": ""Fail"", ""order_time"": ""2024/02/28 00:00:00""}"
81,"{""order_id"": ""O2080"", ""customer"": {""name"": ""Ankit"", ""email"": ""customer80@mail.com""}, ""product"": ""Phone"", ""price"": 1213.41, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""PENDING"", ""order_time"": ""2024/03/01 00:00:00""}"
82,"{""order_id"": ""O2081"", ""customer"": {""name"": ""Varun"", ""email"": ""customer81@mail.com""}, ""product"": ""Charger"", ""price"": 1348.67, ""quantity"": null, ""city"": ""Kolkata"", ""status"": ""unknown"", ""order_time"": ""not_a_date""}"
83,"{""order_id"": null, ""customer"": {""name"": ""Varun"", ""email"": ""customer82@mail.com""}, ""product"": ""Charger"", ""price"": 1234.77, ""quantity"": null, ""city"": ""Kolkata"", ""status"": ""pending"", ""order_time"": ""2024/02/13 00:00:00""}"
84,"{""order_id"": ""O2083"", ""customer"": {""name"": ""Asha"", ""email"": ""customer83@mail.com""}, ""product"": ""Laptop"", ""price"": 300.19, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Completed"", ""order_time"": ""2024/02/17 00:00:00""}"
85,"{""order_id"": null, ""customer"": {""name"": ""Suresh"", ""email"": ""customer84@mail.com""}, ""product"": ""Phone"", ""price"": 116.67, ""quantity"": 2, ""city"": ""Jaipur"", ""status"": ""Completed"", ""order_time"": ""2024/02/01 00:00:00""}"
86,"{""order_id"": ""O2085"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer85@mail.com""}, ""product"": ""Charger"", ""price"": 2287.85, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""pending"", ""order_time"": ""not_a_date""}"
87,"{""order_id"": ""O2086"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer86@mail.com""}, ""product"": ""Phone"", ""price"": 2000.09, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""unknown"", ""order_time"": ""2024/02/24 00:00:00""}"
88,"{""order_id"": ""O2087"", ""customer"": {""name"": ""Varun"", ""email"": ""customer87@mail.com""}, ""product"": ""Charger"", ""price"": 1972.33, ""quantity"": null, ""city"": ""Kolkata"", ""status"": ""completed"", ""order_time"": ""2024/02/17 00:00:00""}"
89,"{""order_id"": ""O2088"", ""customer"": {""name"": """", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 2381.01, ""quantity"": 3, ""city"": ""Delhi"", ""status"": ""Completed"", ""order_time"": ""2024/02/24 00:00:00""}"
90,"{""order_id"": ""O2089"", ""customer"": {""name"": ""Deepak"", ""email"": ""customer89@mail.com""}, ""product"": ""Charger"", ""price"": 987.48, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Fail"", ""order_time"": ""2024/03/06 00:00:00""}"
91,"{""order_id"": ""O2090"", ""customer"": {""name"": ""Meena"", ""email"": ""customer90@mail.com""}, ""product"": ""Phone"", ""price"": 296.41, ""quantity"": null, ""city"": ""Bangalore"", ""status"": ""Completed"", ""order_time"": ""2024/02/04 00:00:00""}"
92,"{""order_id"": ""O2091"", ""customer"": {""name"": ""Asha"", ""email"": ""customer91@mail.com""}, ""product"": ""Laptop"", ""price"": 2177.81, ""quantity"": 3, ""city"": ""Mumbai"", ""status"": ""PENDING"", ""order_time"": ""2024/02/12 00:00:00""}"
93,"{""order_id"": ""O2092"", ""customer"": {""name"": ""Suresh"", ""email"": ""customer92@mail.com""}, ""product"": ""Phone"", ""price"": 101.69, ""quantity"": 3, ""city"": ""Kolkata"", ""status"": ""Completed"", ""order_time"": ""not_a_date""}"
94,"{""order_id"": ""O2093"", ""customer"": {""name"": ""Nisha"", ""email"": ""customer93@mail.com""}, ""product"": ""Phone"", ""price"": 174.74, ""quantity"": 3, ""city"": ""Kolkata"", ""status"": ""completed"", ""order_time"": ""2024/02/06 00:00:00""}"
95,"{""order_id"": ""O2094"", ""customer"": {""name"": ""Rohit"", ""email"": ""customer94@mail.com""}, ""product"": ""Headphones"", ""price"": 912.4, ""quantity"": null, ""city"": ""Mumbai"", ""status"": ""Completed"", ""order_time"": ""2024/03/04 00:00:00""}"
96,"{""order_id"": ""O2095"", ""customer"": {""name"": ""Rohit"", ""email"": ""customer95@mail.com""}, ""product"": ""Phone"", ""price"": 2223.92, ""quantity"": 3, ""city"": ""Jaipur"", ""status"": ""completed"", ""order_time"": ""2024/02/22 00:00:00""}"
97,"{""order_id"": ""O2096"", ""customer"": {""name"": ""Rohit"", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 453.35, ""quantity"": 2, ""city"": ""Bangalore"", ""status"": ""unknown"", ""order_time"": ""2024/02/01 00:00:00""}"
98,"{""order_id"": ""O2097"", ""customer"": {""name"": ""Rohit"", ""email"": ""bad_email""}, ""product"": ""Laptop"", ""price"": 190.77, ""quantity"": 1, ""city"": ""Bangalore"", ""status"": ""unknown"", ""order_time"": ""2024/02/24 00:00:00""}"
99,"{""order_id"": ""O2098"", ""customer"": {""name"": ""Asha"", ""email"": ""customer98@mail.com""}, ""product"": ""Headphones"", ""price"": 465.65, ""quantity"": 2, ""city"": ""Jaipur"", ""status"": ""PENDING"", ""order_time"": ""2024/02/05 00:00:00""}"
100,"{""order_id"": ""O2099"", ""customer"": {""name"": ""Nisha"", ""email"": ""customer99@mail.com""}, ""product"": ""Phone"", ""price"": 1685.74, ""quantity"": 1, ""city"": ""Jaipur"", ""status"": ""failed"", ""order_time"": ""2024/02/16 00:00:00""}"
101,"{""order_id"": ""O2100"", ""customer"": {""name"": ""Asha"", ""email"": ""customer100@mail.com""}, ""product"": ""Laptop"", ""price"": 103.57, ""quantity"": null, ""city"": ""Delhi"", ""status"": ""unknown"", ""order_time"": ""2024/02/13 00:00:00""}"
102,"{""order_id"": ""O2101"", ""customer"": {""name"": ""Meena"", ""email"": ""customer101@mail.com""}, ""product"": ""Charger"", ""price"": 219.24, ""quantity"": 2, ""city"": ""Mumbai"", ""status"": ""unknown"", ""order_time"": ""2024/03/06 00:00:00""}"
103,"{""order_id"": null, ""customer"": {""name"": ""Varun"", ""email"": ""customer102@mail.com""}, ""product"": ""Camera"", ""price"": 2430.14, ""quantity"": null, ""city"": ""Kolkata"", ""status"": ""Completed"", ""order_time"": ""2024/03/01 00:00:00""}"
104,"{""order_id"": ""O2103"", ""customer"": {""name"": ""Varun"", ""email"": ""customer103@mail.com""}, ""product"": ""Camera"", ""price"": 1527.57, ""quantity"": 1, ""city"": ""Mumbai"", ""status"": ""completed"", ""order_time"": ""2024/02/05 00:00:00""}"
